"","Practice","Pres_Count_Allergies","Pres_Count_Asthma","Pres_Count_Diabetes"
"4896","K83030",51,29,77
"4897","K83031",40,22,71
"4898","K83032",66,39,87
"4899","K83033",20,20,43
"4900","K83035",29,15,55
"4901","K83036",47,37,76
"4902","K83037",44,36,68
"4903","K83039",34,31,55
"4904","K83040",58,28,60
"4905","K83041",71,38,89
"4906","K83042",39,29,69
"4907","K83043",53,35,73
"4908","K83044",50,34,82
"4909","K83047",71,37,85
"4910","K83048",24,27,54
"4911","K83049",31,21,68
"4912","K83050",19,20,36
"4913","K83051",64,42,80
"4914","K83052",61,36,91
"4915","K83053",22,19,54
"4916","K83055",27,18,53
"4917","K83056",21,18,44
"4918","K83058",28,24,49
"4919","K83059",38,37,61
"4920","K83064",66,41,81
"4921","K83065",29,27,64
"4922","K83066",39,37,81
"4923","K83068",26,16,47
"4924","K83069",17,14,37
"4925","K83070",58,28,65
"4926","K83076",26,24,53
"4927","K83077",45,26,64
"4928","K83079",21,24,52
"4929","K83080",24,25,53
"4930","K83081",12,19,28
"4931","K83601",27,22,53
"4932","K83607",13,19,30
"4933","K83610",40,21,63
"4934","K83614",28,29,45
"4935","K83616",30,21,53
"4936","K83618",40,23,48
"4937","K83619",22,14,42
"4938","K83620",27,21,58
"4939","K83621",35,18,51
"4940","K83622",45,30,57
"4941","K83624",5,3,6
"4942","K83625",31,22,46
"4943","K84001",38,16,53
"4944","K84002",72,30,68
"4945","K84003",38,22,43
"4946","K84004",68,33,73
"4947","K84005",40,17,61
"4948","K84006",66,31,83
"4949","K84007",47,23,60
"4950","K84008",40,19,57
"4951","K84009",84,26,82
"4952","K84010",47,19,55
"4953","K84011",54,15,65
"4954","K84012",50,16,62
"4955","K84013",40,19,50
"4956","K84014",51,18,61
"4957","K84015",19,21,35
"4958","K84016",36,13,51
"4959","K84017",66,33,77
"4960","K84019",67,31,68
"4961","K84020",39,30,63
"4962","K84021",33,15,35
"4963","K84023",29,20,47
"4964","K84024",45,26,46
"4965","K84025",51,21,58
"4966","K84026",38,19,49
"4967","K84027",81,40,82
"4968","K84028",76,27,64
"4969","K84030",66,37,77
"4970","K84031",45,31,62
"4971","K84032",46,17,58
"4972","K84033",70,30,61
"4973","K84034",22,13,41
"4974","K84035",35,19,48
"4975","K84036",19,7,42
"4976","K84037",77,31,73
"4977","K84038",65,26,79
"4978","K84040",64,34,79
"4979","K84041",58,29,81
"4980","K84042",33,16,51
"4981","K84043",44,28,61
"4982","K84044",57,22,71
"4983","K84045",49,15,51
"4984","K84046",38,17,49
"4985","K84047",52,19,58
"4986","K84048",36,18,48
"4987","K84049",23,14,38
"4988","K84050",46,26,66
"4989","K84051",60,30,80
"4990","K84052",43,24,62
"4991","K84054",47,23,61
"4992","K84055",43,20,53
"4993","K84056",34,14,41
"4994","K84058",43,18,56
"4995","K84059",53,22,62
"4996","K84060",28,17,56
"4997","K84062",49,20,40
"4998","K84063",28,17,43
"4999","K84065",27,12,26
"5000","K84066",9,7,8
"5001","K84071",48,26,63
"5002","K84072",62,30,67
"5003","K84073",40,21,58
"5004","K84075",40,28,60
"5005","K84076",25,13,37
"5006","K84078",28,11,37
"5007","K84079",40,16,58
"5008","K84080",23,10,39
"5009","K84082",51,24,75
"5010","K84605",17,6,24
"5011","K84610",30,21,51
"5012","K84613",43,19,56
"5013","K84617",19,14,33
"5014","K84618",38,16,45
"5015","K84620",3,5,12
"5016","K84621",19,14,48
"5017","K84622",22,14,43
"5018","K84624",58,16,71
"5019","L81004",111,39,86
"5020","L81006",3,6,14
"5021","L81007",57,29,60
"5022","L81008",60,30,77
"5023","L81009",70,33,77
"5024","L81010",53,29,51
"5025","L81012",76,27,76
"5026","L81013",57,31,73
"5027","L81014",91,32,76
"5028","L81015",66,36,79
"5029","L81016",65,36,73
"5030","L81017",75,25,51
"5031","L81018",68,31,63
"5032","L81019",66,29,75
"5033","L81020",47,19,53
"5034","L81021",70,33,63
"5035","L81022",71,34,90
"5036","L81023",45,30,59
"5037","L81024",109,43,81
"5038","L81025",89,36,85
"5039","L81026",83,33,63
"5040","L81027",53,20,47
"5041","L81028",53,28,51
"5042","L81029",80,19,73
"5043","L81030",53,20,60
"5044","L81031",66,45,81
"5045","L81032",40,28,73
"5046","L81033",79,30,70
"5047","L81034",86,38,60
"5048","L81035",51,33,66
"5049","L81036",47,28,70
"5050","L81037",96,47,84
"5051","L81038",76,36,73
"5052","L81039",77,28,67
"5053","L81040",95,48,85
"5054","L81041",41,34,66
"5055","L81042",72,31,63
"5056","L81043",49,44,70
"5057","L81044",129,41,83
"5058","L81045",89,27,64
"5059","L81046",104,36,70
"5060","L81047",64,29,79
"5061","L81049",57,22,55
"5062","L81050",57,27,66
"5063","L81051",89,45,85
"5064","L81052",80,34,74
"5065","L81053",37,33,50
"5066","L81054",71,32,82
"5067","L81055",68,34,73
"5068","L81056",51,31,52
"5069","L81057",50,33,59
"5070","L81058",63,38,71
"5071","L81059",101,38,66
"5072","L81060",90,37,69
"5073","L81061",51,28,69
"5074","L81062",69,32,69
"5075","L81063",82,33,74
"5076","L81064",51,29,64
"5077","L81065",71,22,47
"5078","L81066",74,37,72
"5079","L81067",97,39,66
"5080","L81068",86,22,70
"5081","L81069",55,25,72
"5082","L81070",63,17,56
"5083","L81071",60,13,48
"5084","L81072",55,17,66
"5085","L81073",63,18,54
"5086","L81075",81,22,71
"5087","L81077",43,29,55
"5088","L81078",81,23,48
"5089","L81079",115,36,84
"5090","L81080",56,22,67
"5091","L81081",63,20,55
"5092","L81082",58,37,70
"5093","L81083",49,35,75
"5094","L81084",65,30,56
"5095","L81085",46,24,62
"5096","L81086",113,47,84
"5097","L81087",74,29,69
"5098","L81088",70,32,55
"5099","L81089",63,37,71
"5100","L81090",47,24,50
"5101","L81091",62,29,67
"5102","L81093",34,22,52
"5103","L81094",42,39,70
"5104","L81095",54,31,72
"5105","L81098",52,30,66
"5106","L81101",54,27,50
"5107","L81102",62,22,59
"5108","L81103",69,25,48
"5109","L81106",39,23,56
"5110","L81108",20,6,23
"5111","L81112",83,18,50
"5112","L81117",33,22,53
"5113","L81118",96,32,66
"5114","L81119",51,34,50
"5115","L81120",51,30,56
"5116","L81122",42,25,56
"5117","L81123",48,20,62
"5118","L81124",48,37,70
"5119","L81125",56,20,51
"5120","L81127",34,16,41
"5121","L81130",64,31,81
"5122","L81131",69,21,57
"5123","L81132",42,22,52
"5124","L81133",34,9,21
"5125","L81600",54,21,54
"5126","L81617",21,8,24
"5127","L81622",41,17,29
"5128","L81632",59,26,61
"5129","L81633",0,0,0
"5130","L81635",25,26,56
"5131","L81637",12,15,25
"5132","L81642",27,12,24
"5133","L81643",90,42,73
"5134","L81644",50,21,44
"5135","L81648",41,19,49
"5136","L81649",63,30,72
"5137","L81655",19,12,22
"5138","L81656",18,12,32
"5139","L81668",0,0,0
"5140","L81669",29,20,58
"5141","L81670",51,44,61
"5142","L81673",3,0,0
"5143","L82001",69,32,80
"5144","L82003",88,38,73
"5145","L82004",60,30,74
"5146","L82006",64,31,83
"5147","L82007",15,25,47
"5148","L82008",66,30,80
"5149","L82009",59,30,78
"5150","L82010",83,32,78
"5151","L82011",38,19,47
"5152","L82012",63,47,85
"5153","L82013",67,25,62
"5154","L82014",51,34,67
"5155","L82015",59,16,40
"5156","L82016",62,39,81
"5157","L82017",15,10,34
"5158","L82018",65,36,85
"5159","L82021",36,29,53
"5160","L82022",80,33,75
"5161","L82023",93,44,89
"5162","L82024",41,31,49
"5163","L82025",37,27,65
"5164","L82026",42,30,68
"5165","L82028",66,37,87
"5166","L82029",46,23,62
"5167","L82030",91,42,91
"5168","L82035",58,34,58
"5169","L82036",45,44,74
"5170","L82037",47,24,62
"5171","L82038",44,25,68
"5172","L82039",48,26,54
"5173","L82041",83,41,100
"5174","L82042",66,45,72
"5175","L82043",43,22,46
"5176","L82044",85,33,70
"5177","L82045",56,29,69
"5178","L82046",67,31,67
"5179","L82047",66,28,56
"5180","L82048",29,11,47
"5181","L82049",36,30,63
"5182","L82050",68,38,72
"5183","L82051",48,39,90
"5184","L82052",45,33,83
"5185","L82053",34,24,53
"5186","L82054",71,24,62
"5187","L82056",52,23,74
"5188","L82057",27,23,49
"5189","L82058",34,16,42
"5190","L82059",33,16,51
"5191","L82061",26,19,50
"5192","L82066",63,24,62
"5193","L82068",38,33,72
"5194","L82070",34,21,56
"5195","L82617",42,29,67
"5196","L82618",34,30,54
"5197","L82620",38,27,77
"5198","L82622",49,19,63
"5199","L83002",102,25,72
"5200","L83003",51,25,63
"5201","L83004",53,37,69
"5202","L83005",100,38,79
"5203","L83006",85,40,78
"5204","L83007",68,26,62
"5205","L83008",85,38,84
"5206","L83009",34,19,53
"5207","L83010",50,25,64
"5208","L83011",44,31,64
"5209","L83012",22,16,34
"5210","L83013",75,34,77
"5211","L83014",83,36,79
"5212","L83015",53,39,64
"5213","L83016",114,40,91
"5214","L83018",67,32,59
"5215","L83019",52,31,55
"5216","L83020",79,38,77
"5217","L83021",99,27,65
"5218","L83022",65,30,57
"5219","L83023",50,20,47
"5220","L83024",70,21,52
"5221","L83025",62,28,60
"5222","L83026",36,22,52
"5223","L83027",58,36,67
"5224","L83028",65,32,61
"5225","L83029",51,26,57
"5226","L83030",90,28,65
"5227","L83031",77,35,70
"5228","L83032",62,37,63
"5229","L83034",51,23,60
"5230","L83035",87,38,72
"5231","L83036",89,31,74
"5232","L83037",77,37,75
"5233","L83038",82,28,69
"5234","L83039",50,30,55
"5235","L83040",81,26,68
"5236","L83041",72,26,60
"5237","L83042",49,25,65
"5238","L83043",58,30,73
"5239","L83044",47,18,63
"5240","L83045",76,25,66
"5241","L83046",48,21,57
"5242","L83047",56,21,56
"5243","L83048",84,29,67
"5244","L83049",16,14,38
"5245","L83050",76,30,74
"5246","L83051",74,27,76
"5247","L83052",82,23,72
"5248","L83053",86,31,70
"5249","L83054",78,31,71
"5250","L83055",73,36,61
"5251","L83056",77,27,57
"5252","L83057",78,21,59
"5253","L83058",80,28,67
"5254","L83059",65,30,72
"5255","L83061",65,25,66
"5256","L83064",81,35,80
"5257","L83065",54,29,42
"5258","L83066",79,42,76
"5259","L83067",99,34,75
"5260","L83068",42,21,56
"5261","L83069",85,33,78
"5262","L83070",33,20,35
"5263","L83071",83,28,59
"5264","L83072",74,34,81
"5265","L83073",81,32,72
"5266","L83074",92,42,85
"5267","L83075",52,17,56
"5268","L83076",45,25,53
"5269","L83077",64,26,59
"5270","L83078",88,36,77
"5271","L83079",66,23,71
"5272","L83080",35,28,47
"5273","L83081",57,27,45
"5274","L83082",24,11,23
"5275","L83083",83,34,81
"5276","L83084",62,18,47
"5277","L83085",65,32,59
"5278","L83086",48,23,47
"5279","L83087",101,35,86
"5280","L83088",53,22,53
"5281","L83089",80,32,73
"5282","L83092",105,30,86
"5283","L83094",56,32,65
"5284","L83095",89,34,76
"5285","L83096",89,38,82
"5286","L83097",84,21,66
"5287","L83098",39,19,43
"5288","L83099",40,20,39
"5289","L83100",185,50,103
"5290","L83101",59,52,88
"5291","L83102",56,19,55
"5292","L83103",59,40,81
"5293","L83105",58,17,61
"5294","L83106",80,25,55
"5295","L83107",5,3,7
"5296","L83108",37,31,52
"5297","L83111",77,43,73
"5298","L83112",40,27,57
"5299","L83113",42,23,54
"5300","L83115",55,24,42
"5301","L83116",57,17,49
"5302","L83117",7,9,20
"5303","L83118",50,24,59
"5304","L83120",54,23,59
"5305","L83121",0,0,0
"5306","L83122",54,31,60
"5307","L83123",26,14,40
"5308","L83125",25,22,37
"5309","L83127",67,31,59
"5310","L83128",59,20,50
"5311","L83129",22,18,53
"5312","L83130",47,32,58
"5313","L83131",63,38,75
"5314","L83134",31,18,46
"5315","L83136",34,24,48
"5316","L83137",46,27,51
"5317","L83138",50,29,49
"5318","L83139",32,26,46
"5319","L83143",38,17,50
"5320","L83144",23,19,44
"5321","L83145",29,20,38
"5322","L83146",17,22,46
"5323","L83147",94,31,67
"5324","L83148",35,24,54
"5325","L83607",38,28,48
"5326","L83608",44,17,43
"5327","L83616",7,5,37
"5328","L83624",47,30,63
"5329","L83626",31,26,39
"5330","L83627",39,22,37
"5331","L83628",58,21,47
"5332","L83637",30,20,51
"5333","L83639",30,11,34
"5334","L83642",34,18,27
"5335","L83643",24,17,33
"5336","L83644",43,22,52
"5337","L83646",50,34,70
"5338","L83647",39,21,67
"5339","L83648",74,20,65
"5340","L83651",15,26,46
"5341","L83655",33,14,51
"5342","L83657",54,13,46
"5343","L83658",40,15,31
"5344","L83663",22,9,39
"5345","L83664",14,18,43
"5346","L83666",41,20,35
"5347","L83673",13,9,14
"5348","L83679",7,4,7
"5349","L84001",64,37,73
"5350","L84002",71,29,72
"5351","L84003",51,29,55
"5352","L84004",72,33,55
"5353","L84005",53,34,44
"5354","L84006",42,19,58
"5355","L84007",67,29,71
"5356","L84008",47,32,60
"5357","L84009",103,39,79
"5358","L84010",62,35,66
"5359","L84011",45,35,72
"5360","L84012",64,31,78
"5361","L84013",53,39,62
"5362","L84014",65,39,64
"5363","L84015",70,30,64
"5364","L84016",56,28,54
"5365","L84017",53,31,64
"5366","L84018",58,41,63
"5367","L84020",59,39,68
"5368","L84021",59,32,65
"5369","L84022",67,30,57
"5370","L84023",92,46,79
"5371","L84024",35,29,53
"5372","L84025",62,22,41
"5373","L84026",57,32,73
"5374","L84027",73,34,61
"5375","L84028",65,32,67
"5376","L84029",32,19,45
"5377","L84030",42,30,48
"5378","L84031",44,23,53
"5379","L84032",65,39,65
"5380","L84033",76,41,74
"5381","L84034",65,43,81
"5382","L84036",74,32,61
"5383","L84037",74,38,74
"5384","L84038",76,35,79
"5385","L84039",55,25,61
"5386","L84040",62,32,64
"5387","L84041",80,36,62
"5388","L84042",47,35,60
"5389","L84043",32,23,55
"5390","L84044",31,38,66
"5391","L84045",53,30,61
"5392","L84046",57,30,58
"5393","L84047",77,38,73
"5394","L84048",72,30,60
"5395","L84049",49,32,57
"5396","L84050",110,44,95
"5397","L84051",76,37,71
"5398","L84052",48,35,72
"5399","L84053",69,26,62
"5400","L84054",64,28,59
"5401","L84055",38,22,56
"5402","L84056",50,35,55
"5403","L84057",45,32,63
"5404","L84058",59,43,65
"5405","L84059",48,30,53
"5406","L84060",53,35,79
"5407","L84063",24,17,33
"5408","L84065",73,31,62
"5409","L84067",67,28,54
"5410","L84068",41,26,43
"5411","L84069",64,41,75
"5412","L84070",39,26,63
"5413","L84071",38,34,75
"5414","L84072",43,23,49
"5415","L84073",47,28,45
"5416","L84075",42,27,53
"5417","L84077",43,23,43
"5418","L84078",39,16,53
"5419","L84080",55,24,50
"5420","L84081",36,30,53
"5421","L84084",74,44,68
"5422","L84085",21,26,57
"5423","L84606",44,36,59
"5424","L84613",17,20,47
"5425","L84615",36,18,42
"5426","L84616",45,24,57
"5427","L84617",35,19,47
"5428","L85001",92,33,94
"5429","L85002",81,28,86
"5430","L85003",36,23,51
"5431","L85004",75,34,88
"5432","L85005",45,26,54
"5433","L85006",92,36,64
"5434","L85007",87,46,83
"5435","L85008",155,39,102
"5436","L85009",67,32,75
"5437","L85010",78,46,95
"5438","L85011",71,30,63
"5439","L85012",110,39,78
"5440","L85013",48,20,48
"5441","L85014",83,35,76
"5442","L85015",69,37,61
"5443","L85016",90,51,101
"5444","L85017",70,34,80
"5445","L85018",35,27,61
"5446","L85019",53,29,69
"5447","L85020",74,32,85
"5448","L85021",87,37,79
"5449","L85022",84,35,77
"5450","L85023",84,28,74
"5451","L85024",81,33,79
"5452","L85025",72,31,71
"5453","L85026",46,26,57
"5454","L85027",66,26,75
"5455","L85028",54,28,58
"5456","L85029",70,30,72
"5457","L85030",55,27,74
"5458","L85031",36,24,62
"5459","L85032",54,25,64
"5460","L85033",93,38,86
"5461","L85034",59,29,66
"5462","L85035",84,45,81
"5463","L85036",51,27,63
"5464","L85037",40,19,44
"5465","L85038",67,30,73
"5466","L85039",83,33,94
"5467","L85040",55,23,53
"5468","L85041",66,34,66
"5469","L85042",83,35,78
"5470","L85043",70,28,71
"5471","L85044",31,24,51
"5472","L85045",21,17,23
"5473","L85046",44,21,50
"5474","L85047",44,20,60
"5475","L85048",49,35,64
"5476","L85050",57,28,59
"5477","L85051",32,30,71
"5478","L85052",43,25,70
"5479","L85053",45,29,71
"5480","L85054",51,29,71
"5481","L85055",66,37,71
"5482","L85056",52,21,67
"5483","L85060",34,28,58
"5484","L85061",47,26,47
"5485","L85062",56,27,79
"5486","L85064",38,23,42
"5487","L85065",36,16,53
"5488","L85066",38,22,46
"5489","L85601",16,18,45
"5490","L85607",31,21,54
"5491","L85608",29,18,33
"5492","L85609",29,24,61
"5493","L85611",38,20,36
"5494","L85612",38,19,54
"5495","L85616",35,27,53
"5496","L85619",52,21,56
"5497","L85620",22,18,40
"5498","L85624",35,15,37
"5499","L85625",4,1,1
"5500","M81001",60,25,73
"5501","M81002",58,27,81
"5502","M81003",51,31,72
"5503","M81004",91,45,92
"5504","M81005",78,38,73
"5505","M81006",121,33,88
"5506","M81007",40,20,50
"5507","M81008",78,35,79
"5508","M81009",57,25,56
"5509","M81010",49,22,61
"5510","M81011",37,25,53
"5511","M81012",84,26,68
"5512","M81013",56,32,67
"5513","M81014",40,29,53
"5514","M81015",45,24,63
"5515","M81016",51,34,69
"5516","M81017",82,46,83
"5517","M81018",37,24,59
"5518","M81019",87,42,83
"5519","M81020",87,34,73
"5520","M81021",53,30,74
"5521","M81022",114,39,84
"5522","M81023",55,26,67
"5523","M81024",54,20,48
"5524","M81025",43,27,60
"5525","M81026",86,42,74
"5526","M81027",78,22,51
"5527","M81029",61,30,75
"5528","M81032",58,26,64
"5529","M81033",61,29,60
"5530","M81034",66,34,76
"5531","M81035",74,27,76
"5532","M81037",81,35,79
"5533","M81038",67,40,87
"5534","M81039",62,29,65
"5535","M81040",75,37,84
"5536","M81041",56,37,67
"5537","M81042",75,34,76
"5538","M81043",65,32,63
"5539","M81044",52,28,71
"5540","M81045",32,25,52
"5541","M81046",95,35,78
"5542","M81047",68,32,78
"5543","M81048",73,37,69
"5544","M81049",74,31,74
"5545","M81054",63,34,75
"5546","M81055",52,29,52
"5547","M81056",72,29,78
"5548","M81057",82,37,76
"5549","M81058",72,35,96
"5550","M81061",45,18,62
"5551","M81062",38,21,52
"5552","M81063",76,34,87
"5553","M81064",44,28,52
"5554","M81065",47,28,59
"5555","M81066",62,30,62
"5556","M81067",43,18,57
"5557","M81068",101,39,83
"5558","M81069",62,27,77
"5559","M81070",74,37,91
"5560","M81072",58,21,55
"5561","M81073",42,34,62
"5562","M81074",89,33,79
"5563","M81075",88,29,70
"5564","M81076",27,18,51
"5565","M81077",50,20,72
"5566","M81078",52,18,59
"5567","M81079",60,27,62
"5568","M81080",42,24,56
"5569","M81081",34,19,60
"5570","M81082",68,28,79
"5571","M81083",46,24,67
"5572","M81084",30,19,59
"5573","M81087",29,20,67
"5574","M81089",34,26,59
"5575","M81090",29,13,32
"5576","M81091",74,31,74
"5577","M81092",41,25,61
"5578","M81093",54,27,67
"5579","M81094",57,36,69
"5580","M81600",27,13,50
"5581","M81604",44,17,50
"5582","M81605",55,19,56
"5583","M81608",43,25,47
"5584","M81616",22,14,47
"5585","M81617",37,16,42
"5586","M81621",36,18,52
"5587","M81627",56,34,68
"5588","M81629",68,30,84
"5589","M81636",14,10,10
"5590","M82002",79,32,64
"5591","M82003",59,28,74
"5592","M82004",71,35,80
"5593","M82005",89,26,75
"5594","M82006",46,30,65
"5595","M82007",49,24,77
"5596","M82008",57,23,57
"5597","M82009",80,32,73
"5598","M82010",76,41,84
"5599","M82011",25,15,44
"5600","M82012",62,32,69
"5601","M82013",22,14,35
"5602","M82014",39,23,62
"5603","M82016",63,27,56
"5604","M82017",36,20,60
"5605","M82018",57,21,52
"5606","M82019",48,28,75
"5607","M82020",17,15,47
"5608","M82021",85,32,90
"5609","M82022",67,29,93
"5610","M82023",53,22,56
"5611","M82024",35,14,47
"5612","M82025",50,27,60
"5613","M82026",90,39,95
"5614","M82027",59,23,64
"5615","M82028",62,34,85
"5616","M82029",62,37,71
"5617","M82030",61,30,60
"5618","M82031",14,15,33
"5619","M82032",62,26,64
"5620","M82033",45,17,41
"5621","M82034",47,20,46
"5622","M82035",81,27,77
"5623","M82038",47,23,66
"5624","M82039",120,39,80
"5625","M82040",34,23,49
"5626","M82041",55,25,81
"5627","M82042",52,18,49
"5628","M82043",59,31,61
"5629","M82044",38,22,52
"5630","M82045",34,18,38
"5631","M82046",31,27,52
"5632","M82047",53,26,52
"5633","M82048",56,19,46
"5634","M82050",45,32,65
"5635","M82051",32,20,40
"5636","M82054",0,0,0
"5637","M82055",40,23,53
"5638","M82056",63,29,69
"5639","M82057",25,21,49
"5640","M82058",36,19,52
"5641","M82059",55,27,75
"5642","M82060",53,27,54
"5643","M82601",25,19,45
"5644","M82604",11,16,28
"5645","M82606",42,20,39
"5646","M82616",31,16,56
"5647","M82619",57,22,61
"5648","M82620",15,13,35
"5649","M83001",83,55,74
"5650","M83004",71,34,79
"5651","M83005",62,37,68
"5652","M83006",103,38,102
"5653","M83007",56,29,65
"5654","M83009",86,36,78
"5655","M83010",75,35,72
"5656","M83011",74,26,65
"5657","M83012",78,30,65
"5658","M83013",49,22,52
"5659","M83014",57,31,69
"5660","M83015",54,26,69
"5661","M83016",63,39,55
"5662","M83017",37,21,54
"5663","M83018",46,32,68
"5664","M83020",83,40,84
"5665","M83021",97,41,74
"5666","M83022",73,41,72
"5667","M83023",63,31,62
"5668","M83024",45,32,54
"5669","M83025",49,36,52
"5670","M83026",59,33,65
"5671","M83027",65,33,65
"5672","M83028",77,36,86
"5673","M83030",67,36,72
"5674","M83031",64,25,57
"5675","M83032",90,35,86
"5676","M83033",35,30,52
"5677","M83034",75,44,85
"5678","M83035",51,27,47
"5679","M83036",81,36,77
"5680","M83037",42,25,53
"5681","M83038",67,31,73
"5682","M83041",50,24,59
"5683","M83042",66,37,74
"5684","M83043",0,0,0
"5685","M83044",74,30,71
"5686","M83045",81,34,71
"5687","M83046",54,39,74
"5688","M83047",29,23,53
"5689","M83048",57,41,56
"5690","M83049",88,34,68
"5691","M83050",87,42,74
"5692","M83051",55,33,65
"5693","M83052",104,38,93
"5694","M83054",57,37,64
"5695","M83056",76,33,64
"5696","M83057",64,35,65
"5697","M83059",42,23,45
"5698","M83061",83,33,69
"5699","M83062",112,38,79
"5700","M83063",50,28,53
"5701","M83064",88,32,76
"5702","M83065",64,34,47
"5703","M83066",56,24,59
"5704","M83067",58,28,52
"5705","M83068",54,29,59
"5706","M83069",90,35,89
"5707","M83070",65,31,71
"5708","M83071",61,39,75
"5709","M83072",104,43,74
"5710","M83073",95,34,72
"5711","M83074",83,39,90
"5712","M83075",67,36,62
"5713","M83076",48,35,61
"5714","M83078",63,31,57
"5715","M83079",77,37,67
"5716","M83080",20,17,28
"5717","M83082",79,37,80
"5718","M83084",57,26,58
"5719","M83088",80,39,82
"5720","M83089",77,37,72
"5721","M83090",38,21,44
"5722","M83092",43,25,57
"5723","M83093",71,23,64
"5724","M83094",77,44,80
"5725","M83096",63,34,59
"5726","M83097",72,28,59
"5727","M83100",32,31,48
"5728","M83102",34,24,53
"5729","M83103",47,23,51
"5730","M83107",44,37,70
"5731","M83108",62,41,74
"5732","M83109",35,28,41
"5733","M83110",38,24,55
"5734","M83111",21,22,42
"5735","M83113",14,29,38
"5736","M83115",34,22,35
"5737","M83117",38,35,51
"5738","M83121",59,23,61
"5739","M83122",29,18,59
"5740","M83123",47,33,67
"5741","M83125",38,19,54
"5742","M83126",48,29,64
"5743","M83127",57,31,47
"5744","M83128",48,24,57
"5745","M83129",63,48,79
"5746","M83130",25,31,56
"5747","M83132",30,14,56
"5748","M83133",19,16,44
"5749","M83134",26,20,38
"5750","M83138",33,18,58
"5751","M83139",34,29,56
"5752","M83140",53,25,56
"5753","M83141",71,29,73
"5754","M83143",42,30,48
"5755","M83146",55,38,68
"5756","M83148",78,39,74
"5757","M83601",62,20,48
"5758","M83608",49,33,55
"5759","M83613",2,7,10
"5760","M83616",46,30,60
"5761","M83617",98,46,73
"5762","M83619",22,16,33
"5763","M83623",22,22,50
"5764","M83624",21,18,44
"5765","M83625",61,33,60
"5766","M83627",55,29,58
"5767","M83629",26,35,48
"5768","M83631",38,30,51
"5769","M83632",50,22,55
"5770","M83637",29,28,39
"5771","M83638",82,39,73
"5772","M83639",25,32,55
"5773","M83640",30,16,36
"5774","M83641",13,15,34
"5775","M83650",24,15,38
"5776","M83661",20,22,43
"5777","M83665",37,33,57
"5778","M83668",45,21,48
"5779","M83669",42,23,46
"5780","M83670",25,12,30
"5781","M83678",36,15,37
"5782","M83680",64,27,67
"5783","M83681",39,24,71
"5784","M83682",46,37,68
"5785","M83691",18,17,34
"5786","M83692",68,40,74
"5787","M83693",48,24,55
"5788","M83697",23,17,37
"5789","M83698",41,24,53
"5790","M83700",37,17,44
"5791","M83701",41,26,61
"5792","M83703",35,32,59
"5793","M83704",13,6,3
"5794","M83705",23,16,30
"5795","M83706",23,25,32
"5796","M83708",23,23,47
"5797","M83709",39,17,47
"5798","M83711",35,23,52
"5799","M83712",22,24,51
"5800","M83713",45,20,66
"5801","M83714",23,17,34
"5802","M83715",58,22,51
"5803","M83717",18,29,40
"5804","M83718",21,22,39
"5805","M83719",54,29,58
"5806","M83722",29,31,52
"5807","M83723",82,35,62
"5808","M83725",15,29,41
"5809","M83726",34,14,41
"5810","M83727",50,34,60
"5811","M83733",12,15,33
"5812","M83736",0,0,0
"5813","M83738",53,34,54
"5814","M83739",50,19,50
"5815","M84001",127,35,81
"5816","M84002",48,28,61
"5817","M84003",68,31,79
"5818","M84004",96,35,72
"5819","M84005",31,13,52
"5820","M84006",80,32,89
"5821","M84007",75,38,78
"5822","M84008",91,34,73
"5823","M84009",23,16,56
"5824","M84010",39,34,76
"5825","M84011",78,33,79
"5826","M84012",114,37,85
"5827","M84013",76,32,72
"5828","M84014",70,35,84
"5829","M84015",55,38,81
"5830","M84016",48,24,62
"5831","M84017",90,20,70
"5832","M84018",83,32,91
"5833","M84019",132,47,102
"5834","M84020",75,36,72
"5835","M84021",67,32,71
"5836","M84022",73,31,69
"5837","M84023",108,36,86
"5838","M84024",43,25,56
"5839","M84025",65,29,64
"5840","M84026",55,25,65
"5841","M84028",92,37,90
"5842","M84029",57,25,58
"5843","M84030",75,30,81
"5844","M84031",42,24,57
"5845","M84032",49,28,61
"5846","M84034",18,18,46
"5847","M84035",68,30,76
"5848","M84036",89,40,79
"5849","M84037",86,26,82
"5850","M84038",28,23,50
"5851","M84040",55,36,83
"5852","M84041",51,23,65
"5853","M84042",87,44,86
"5854","M84043",90,33,77
"5855","M84044",49,21,63
"5856","M84045",56,26,64
"5857","M84046",58,27,71
"5858","M84047",35,17,56
"5859","M84049",38,29,59
"5860","M84050",63,28,82
"5861","M84051",70,37,83
"5862","M84055",19,21,46
"5863","M84059",40,20,60
"5864","M84060",27,24,55
"5865","M84061",44,30,73
"5866","M84062",39,21,53
"5867","M84063",46,21,56
"5868","M84064",43,29,55
"5869","M84065",39,24,58
"5870","M84066",56,21,49
"5871","M84067",48,39,57
"5872","M84069",18,17,42
"5873","M84070",41,12,44
"5874","M84603",26,22,55
"5875","M84608",17,12,37
"5876","M84609",41,17,44
"5877","M84612",35,24,47
"5878","M84615",53,35,61
"5879","M84616",29,16,47
"5880","M84617",24,19,39
"5881","M84618",55,24,54
"5882","M84620",17,12,39
"5883","M84621",22,12,50
"5884","M84624",12,21,31
"5885","M84627",28,26,57
"5886","M84629",30,16,43
"5887","M85001",55,34,62
"5888","M85002",80,23,84
"5889","M85005",61,31,69
"5890","M85006",71,25,66
"5891","M85007",52,30,63
